HOG,OG,Gene Tree Parent Clade,A_aulacocarpa_prot,A_thaliana_prot,A_trichopoda_prot,C_sativus_prot,E_grandis_prot,G_maderense_prot,G_raimondii_prot,H_annuus_prot,L_chinense_prot,L_siphilitica_prot,M_acuminata_prot,O_biennis_prot,O_sativa_prot,P_maritima_prot,P_persica_prot,P_trichocarpa_prot,S_lycopersicum_prot,S_noctiflora_prot,S_polyrhiza_prot,V_vinifera_prot
N1.HOG0024382,OG0020327,-,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024383,OG0020328,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024384,OG0020329,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024385,OG0020330,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024386,OG0020331,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024387,OG0020332,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024388,OG0020333,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024389,OG0020334,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024390,OG0020335,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024391,OG0020336,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024392,OG0020337,-,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024393,OG0020338,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024394,OG0020339,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024395,OG0020340,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0024396,OG0020341,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024397,OG0020342,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024398,OG0020343,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024399,OG0020344,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024400,OG0020345,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024401,OG0020346,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024402,OG0020347,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024403,OG0020348,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024404,OG0020349,-,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024405,OG0020350,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024406,OG0020351,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024407,OG0020352,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.HOG0024408,OG0020353,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024409,OG0020354,-,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024410,OG0020355,-,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024411,OG0020356,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024412,OG0020357,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024413,OG0020358,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024414,OG0020359,-,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024415,OG0020360,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024416,OG0020361,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024417,OG0020362,-,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024418,OG0020363,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024419,OG0020364,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024420,OG0020365,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024421,OG0020366,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024422,OG0020367,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024423,OG0020368,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0024424,OG0020369,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024425,OG0020370,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024426,OG0020371,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024427,OG0020372,-,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024428,OG0020373,-,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024429,OG0020374,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0024430,OG0020375,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024431,OG0020376,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0024432,OG0020377,-,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024433,OG0020378,-,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024434,OG0020379,-,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024435,OG0020380,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0024436,OG0020381,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024437,OG0020382,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024438,OG0020383,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024439,OG0020384,-,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024440,OG0020385,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024441,OG0020386,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024442,OG0020387,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024443,OG0020388,-,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024444,OG0020389,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024445,OG0020390,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024446,OG0020391,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024447,OG0020392,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0024448,OG0020393,-,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024449,OG0020394,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024450,OG0020395,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024451,OG0020396,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024452,OG0020397,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024453,OG0020398,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024454,OG0020399,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024455,OG0020400,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024456,OG0020401,-,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024457,OG0020402,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024458,OG0020403,-,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024459,OG0020404,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0024460,OG0020405,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0024461,OG0020406,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.HOG0024462,OG0020407,-,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024463,OG0020408,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024464,OG0020409,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024465,OG0020410,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024466,OG0020411,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024467,OG0020412,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024468,OG0020413,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024469,OG0020414,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024470,OG0020415,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024471,OG0020416,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024472,OG0020417,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024473,OG0020418,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024474,OG0020419,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024475,OG0020420,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024476,OG0020421,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024477,OG0020422,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024478,OG0020423,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024479,OG0020424,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024480,OG0020425,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024481,OG0020426,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024482,OG0020427,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024483,OG0020428,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024484,OG0020429,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024485,OG0020430,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0024486,OG0020431,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024487,OG0020432,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024488,OG0020433,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024489,OG0020434,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024490,OG0020435,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024491,OG0020436,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024492,OG0020437,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024493,OG0020438,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024494,OG0020439,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024495,OG0020440,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024496,OG0020441,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024497,OG0020442,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024498,OG0020443,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024499,OG0020444,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024500,OG0020445,-,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024501,OG0020446,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024502,OG0020447,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024503,OG0020448,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024504,OG0020449,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024505,OG0020450,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024506,OG0020451,-,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024507,OG0020452,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024508,OG0020453,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024509,OG0020454,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024510,OG0020455,-,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024511,OG0020456,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024512,OG0020457,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.HOG0024513,OG0020458,-,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024514,OG0020459,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024515,OG0020460,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024516,OG0020461,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024517,OG0020462,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024518,OG0020463,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024519,OG0020464,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024520,OG0020465,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0024521,OG0020466,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024522,OG0020467,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024523,OG0020468,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024524,OG0020469,-,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024525,OG0020470,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024526,OG0020471,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024527,OG0020472,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024528,OG0020473,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024529,OG0020474,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024530,OG0020475,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024531,OG0020476,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024532,OG0020477,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024533,OG0020478,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024534,OG0020479,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024535,OG0020480,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024536,OG0020481,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024537,OG0020482,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024538,OG0020483,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024539,OG0020484,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024540,OG0020485,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024541,OG0020486,-,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024542,OG0020487,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024543,OG0020488,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024544,OG0020489,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024545,OG0020490,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024546,OG0020491,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024547,OG0020492,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024548,OG0020493,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024549,OG0020494,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024550,OG0020495,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024551,OG0020496,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024552,OG0020497,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024553,OG0020499,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024554,OG0020500,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024555,OG0020501,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024556,OG0020502,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024557,OG0020503,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024558,OG0020504,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024559,OG0020505,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024560,OG0020506,-,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.HOG0024561,OG0020507,-,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024562,OG0020508,-,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024563,OG0020509,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024564,OG0020510,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0024565,OG0020511,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024566,OG0020512,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024567,OG0020513,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0024568,OG0020514,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024569,OG0020515,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024570,OG0020516,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024571,OG0020517,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024572,OG0020518,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024573,OG0020519,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024574,OG0020520,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0024575,OG0020521,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024576,OG0020522,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024577,OG0020523,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024578,OG0020524,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024579,OG0020525,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024580,OG0020526,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024581,OG0020527,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024582,OG0020528,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024583,OG0020529,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024584,OG0020530,-,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024585,OG0020531,-,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0024586,OG0020532,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024587,OG0020533,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0024588,OG0020534,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024589,OG0020535,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024590,OG0020536,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024591,OG0020537,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024592,OG0020538,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024593,OG0020539,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024594,OG0020540,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024595,OG0020541,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024596,OG0020542,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024597,OG0020543,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024598,OG0020544,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024599,OG0020545,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024600,OG0020546,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024601,OG0020547,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024602,OG0020548,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024603,OG0020549,-,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0024604,OG0020550,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024605,OG0020551,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024606,OG0020552,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024607,OG0020553,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024608,OG0020554,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024609,OG0020555,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024610,OG0020556,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.HOG0024611,OG0020557,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024612,OG0020558,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024613,OG0020559,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024614,OG0020560,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024615,OG0020561,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024616,OG0020562,-,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0024617,OG0020563,-,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0024618,OG0020564,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
